id;periodo;central;agente;agente_descripcion;region;categoria_region;tipo_maquina;fuente_generacion;tecnologia;potencia_instalada_mw;fecha_proceso;lote_id_log;mes;indice_tiempo;anio
2236;1/5/2016 00:00;SNIC;CTSNICOG;C.TERMICA SAN NICOLAS;BUENOS AIRES;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;650;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2237;1/5/2016 00:00;SOES;EPECORDG;EPEC GENERACION;CENTRO;Centro;TG;Térmica;Turbina a gas;100;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2238;1/5/2016 00:00;SORR;CTSORREG;C.TERMICA SORRENTO;LITORAL;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;217;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2239;1/5/2016 00:00;SPE2;CTSAE2AG;CT SAENZ PEÑA II- AGGREKO;NORESTE;Nea;DI;Térmica;Motor Diesel;15;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2240;1/5/2016 00:00;SPEN;CTSAENAG;CT SAENZ PEÑA - APR ENERGY;NORESTE;Nea;DI;Térmica;Motor Diesel;20;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2241;1/5/2016 00:00;SROQHI;EPECORDG;EPEC GENERACION;CENTRO;Centro;HR;Renovable;Hidráulica Renovable;24;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2242;1/5/2016 00:00;SROS;CTSROSTG;CT SANTA ROSA -TURBODISEL;NORESTE;Nea;DI;Térmica;Motor Diesel;6;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2243;1/5/2016 00:00;SVIC;CTSANVIG;CT SAN VICENTE BsAs - ENARSA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;27.6;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2244;1/5/2016 00:00;TAND;TERMOANG;C.T. SALTA (TERMOANDES);NOROESTE;Noa;TG;Térmica;Turbina a gas;416;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2245;1/5/2016 00:00;TARD;CTTARTSG;CT TARTAGAL - SOENERGY;NOROESTE;Noa;DI;Térmica;Motor Diesel;10;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2246;1/5/2016 00:00;TERV;CTTERESG;CT TEREVINTOS - SECCO;NOROESTE;Noa;DI;Térmica;Motor Diesel;8;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2247;1/5/2016 00:00;TIMB;TSMARTIG;TERMOELE. JOSE SAN MARTIN S.A;LITORAL;Gba - Litoral - Buenos Aires;TG;Térmica;Ciclos Combinados;584.84;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2248;1/5/2016 00:00;TIMB;TSMARTIG;TERMOELE. JOSE SAN MARTIN S.A;LITORAL;Gba - Litoral - Buenos Aires;TV;Térmica;Ciclos Combinados;280.3;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2249;1/5/2016 00:00;TINO;CTTINOSG;CT TINOGASTA - SULLAIR;NOROESTE;Noa;DI;Térmica;Motor Diesel;15;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2250;1/5/2016 00:00;TORDEO;CETORDIG;CE EL TORDILLO-VIENTO PATAGON;PATAGONICA;Patagonia;EO;Renovable;Eólica;3;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2251;1/5/2016 00:00;TUCU;YPFENERG;YPF ENERGÍA ELECTR.ex PLUSPETG;NOROESTE;Noa;TG;Térmica;Ciclos Combinados;288.4;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2252;1/5/2016 00:00;TUCU;YPFENERG;YPF ENERGÍA ELECTR.ex PLUSPETG;NOROESTE;Noa;TV;Térmica;Ciclos Combinados;158.6;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2253;1/5/2016 00:00;TUNAHI;AESJURAG;AES JURAMENTO;NOROESTE;Noa;HR;Renovable;Hidráulica Renovable;10.52;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2254;1/5/2016 00:00;ULLUHI;HTSANJUG;HIDROTERMICA SAN JUAN;CUYO;Cuyo;HR;Renovable;Hidráulica Renovable;42;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2255;1/5/2016 00:00;VANG;CTVANGAG;CT VILLA ANGELA - AGGREKO;NORESTE;Nea;DI;Térmica;Motor Diesel;15;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2256;1/5/2016 00:00;VGAD;CTGVILAG;CT GRAL. VILLEGAS - AGGREKO;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;23.5;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2257;1/5/2016 00:00;VGEP;CEVIGE3G;COOP. VILLA GESELL GENERACIÓN;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;2.96;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2258;1/5/2016 00:00;VGES;CATLANTG;C.COSTA ATLANTICA;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;45;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2259;1/5/2016 00:00;VGES;CTGESELG;CT VILLA GESELL-CATLANT.;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;80;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2260;1/5/2016 00:00;VIAL;CTVIALAG;CT VIALE - AGGREKO;LITORAL;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;10;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2261;1/5/2016 00:00;VMAR;EPECORDG;EPEC GENERACION;CENTRO;Centro;TG;Térmica;Turbina a gas;48;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2262;1/5/2016 00:00;VOBL;CTVOBLIG;CT VUELTA DE OBLIGADO;LITORAL;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;526.1;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2263;1/5/2016 00:00;VTUD;CTVTUESG;CT VENADO TUERTO - SECCO;LITORAL;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;19.2;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2264;1/5/2016 00:00;YACYHI;YACYRETG;E.B. YACYRETA;NORESTE;Nea;HI;Hidráulica;Hidráulica;2745;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2265;1/5/2016 00:00;DIVIHI;APELPALD;APELP;COMAHUE;Comahue;HR;Renovable;Hidráulica Renovable;10;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2266;1/5/2016 00:00;GROCHI;EDERSARD;EMP DE ENERGIA DE RIO NEGRO SA;COMAHUE;Comahue;HR;Renovable;Hidráulica Renovable;2;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2267;1/5/2016 00:00;CACVHI;CEMPPOMG;CONSORCIO POTRERILLOS;CUYO;Cuyo;HR;Renovable;Hidráulica Renovable;9;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2268;1/5/2016 00:00;NPOM;CTNPOMPG;CT NUEVA POMPEYA - ENARSA;NORESTE;Nea;DI;Térmica;Motor Diesel;4;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2269;1/5/2016 00:00;SANA;EMISSANG;EMSA GENERACION;NORESTE;Nea;DI;Térmica;Motor Diesel;0.72;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2270;1/5/2016 00:00;PALM;CTPALARG;CT PALMAR LARGO - ENARSA;NORESTE;Nea;DI;Térmica;Motor Diesel;3;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2271;1/5/2016 00:00;SFR2;EPECORDG;EPEC GENERACION;CENTRO;Centro;DI;Térmica;Motor Diesel;16.8;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2272;1/5/2016 00:00;SSAL;CTSSALVG;CT SAN SALVADOR E.Rios -ENARSA;LITORAL;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;10.8;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2273;1/5/2016 00:00;BERI;EMISSANG;EMSA GENERACION;NORESTE;Nea;DI;Térmica;Motor Diesel;2.096;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2274;1/5/2016 00:00;PROC;CTPROCAG;CT PRESIDENCIA ROCA - ENARSA;NORESTE;Nea;DI;Térmica;Motor Diesel;5.4;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2275;1/5/2016 00:00;BAND;CTBANDEG;CT BANDERA SgoEstero - ENARSA;NOROESTE;Noa;DI;Térmica;Motor Diesel;31;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2276;1/5/2016 00:00;SCHA;CTSMARTG;CT SAN MARTIN Chaco - ENARSA;NORESTE;Nea;DI;Térmica;Motor Diesel;15;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2277;1/5/2016 00:00;COSM;COSTANDG;MOTOGENERADORES COSTANERA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;36;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2278;1/5/2016 00:00;RCHI;CTRIOCHG;CT RIO CHICO - SPSE;PATAGONICA;Patagonia;TG;Térmica;Turbina a gas;35;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2279;1/5/2016 00:00;HUMA;EJUESAYG;EMP.JUJENIA DE ENER.GENERACION;NOROESTE;Noa;DI;Térmica;Motor Diesel;1.62;2018-10-08 17:07:22.284143;11;5;2016-05;2016
2280;1/6/2016 00:00;ABRO;CTBROWNG;C.T. ALMIRANTE BROWN;GRAN BS.AS.;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;25;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2281;1/6/2016 00:00;ACAJ;CAPEXSAG;C.T. AGUA DEL CAJON;COMAHUE;Comahue;TG;Térmica;Ciclos Combinados;184.4;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2282;1/6/2016 00:00;ADTOHI;HIDIAMAG;H. DIAMANTE SA;CUYO;Cuyo;HI;Hidráulica;Hidráulica;150;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2283;1/6/2016 00:00;AESP;CTAESPAG;C.T. AES PARANA;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Ciclos Combinados;525.96;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2284;1/6/2016 00:00;AESP;CTAESPAG;C.T. AES PARANA;BUENOS AIRES;Gba - Litoral - Buenos Aires;TV;Térmica;Ciclos Combinados;319.3;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2285;1/6/2016 00:00;ALEM;CTALEMAG;CT ALEM - AGGREKO;NORESTE;Nea;DI;Térmica;Motor Diesel;15;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2286;1/6/2016 00:00;ALICHI;HALICURG;AES ALICURA.;COMAHUE;Comahue;HI;Hidráulica;Hidráulica;1050;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2287;1/6/2016 00:00;ALUM;CTALUMSG;CT ALUMINÉ - SECCO;COMAHUE;Comahue;DI;Térmica;Motor Diesel;6.3;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2288;1/6/2016 00:00;AMEGHI;HAMEGHIG;HIDROELECTRICA AMEGHINO SA;PATAGONICA;Patagonia;HR;Renovable;Hidráulica Renovable;46.8;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2289;1/6/2016 00:00;ANAT;CTANA2SG;CT AÑATUYA II - SULLAIR;NOROESTE;Noa;DI;Térmica;Motor Diesel;11.5;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2290;1/6/2016 00:00;ANAT;CTANATSG;CT AÑATUYA - SULLAIR;NOROESTE;Noa;DI;Térmica;Motor Diesel;19.2;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2291;1/6/2016 00:00;ARA2EO;PEARAU2G;PARQUE EOLICO ARAUCO II SAPEM;NOROESTE;Noa;EO;Renovable;Eólica;25.2;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2292;1/6/2016 00:00;ARAUEO;PEARAUCG;PARQUE EOLICO ARAUCO SAPEM;NOROESTE;Noa;EO;Renovable;Eólica;25.2;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2293;1/6/2016 00:00;ARGE;SIDERCAC;SIDERCA SA(EX ARGENER-GEN.PAR);BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;163.3;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2294;1/6/2016 00:00;ARIS;CTARIVSG;CT ARISTOBU.DEL VALLE-SOENERGY;NORESTE;Nea;DI;Térmica;Motor Diesel;15;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2295;1/6/2016 00:00;ARMA;CTLARM2G;CT LAS ARMAS II - EMGASUD;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;23.37;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2296;1/6/2016 00:00;ARMA;CTLARMAG;CT LAS ARMAS - EMGASUD;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;10.4;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2297;1/6/2016 00:00;ARRE;CTARREAG;CT ARRECIFES-AGGREKO;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;20;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2298;1/6/2016 00:00;ARROHI;HCHOCONG;HIDROELECTRICA EL CHOCON SA;COMAHUE;Comahue;HI;Hidráulica;Hidráulica;127.8;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2299;1/6/2016 00:00;ATU2;NUCLEOEG;NUCLEOELECTRICA ARG. SA;BUENOS AIRES;Gba - Litoral - Buenos Aires;NU;Nuclear;Nuclear;745;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2300;1/6/2016 00:00;ATUC;NUCLEOEG;NUCLEOELECTRICA ARG. SA;BUENOS AIRES;Gba - Litoral - Buenos Aires;NU;Nuclear;Nuclear;362;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2301;1/6/2016 00:00;AVAL;CTALVALG;C.TERMICA ALTO VALLE;COMAHUE;Comahue;TG;Térmica;Ciclos Combinados;50;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2302;1/6/2016 00:00;AVAL;CTALVALG;C.TERMICA ALTO VALLE;COMAHUE;Comahue;TG;Térmica;Turbina a gas;16;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2303;1/6/2016 00:00;AVAL;CTALVALG;C.TERMICA ALTO VALLE;COMAHUE;Comahue;TV;Térmica;Ciclos Combinados;30;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2304;1/6/2016 00:00;BARI;CTBARISG;CT BARILOCHE -SOENERGY;COMAHUE;Comahue;DI;Térmica;Motor Diesel;20;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2305;1/6/2016 00:00;BBLA;CPBUENAG;CENTRAL PIEDRABUENA S.A.;BUENOS AIRES;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;620;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2306;1/6/2016 00:00;BLOP;CTBRILOG;CT BRIGADIER LOPEZ - ENARSA;LITORAL;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;280;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2307;1/6/2016 00:00;BRAG;CTBRAGAG;CT BRAGADO - EMGASUD;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;49.8;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2308;1/6/2016 00:00;BROW;TGBROWNG;TERMOELECTRICA GUILLERMO BROWN;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;588.7;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2309;1/6/2016 00:00;BSAS;CCOSTANG;ENDESA COSTANERA SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Ciclos Combinados;218.5;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2310;1/6/2016 00:00;BSAS;CCOSTANG;ENDESA COSTANERA SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TV;Térmica;Ciclos Combinados;103.1;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2311;1/6/2016 00:00;BVIL;CTBELLSG;CT BELL VILLE - SULLAIR;CENTRO;Centro;DI;Térmica;Motor Diesel;15.6;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2312;1/6/2016 00:00;CACHHI;CEMPPOMG;CONSORCIO POTRERILLOS;CUYO;Cuyo;HI;Hidráulica;Hidráulica;120;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2313;1/6/2016 00:00;CADIHI;HTUCUMAG;HIDROELECTRICA TUCUMAN SA;NOROESTE;Noa;HR;Renovable;Hidráulica Renovable;12.6;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2314;1/6/2016 00:00;CALEHI;EPECORDG;EPEC GENERACION;CENTRO;Centro;HR;Renovable;Hidráulica Renovable;4.4;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2315;1/6/2016 00:00;CAPE;CAPEX-QA;CAPEX S.A. AUTOGENERADOR;COMAHUE;Comahue;TG;Térmica;Ciclos Combinados;176.1;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2316;1/6/2016 00:00;CAPE;CAPEX-QA;CAPEX S.A. AUTOGENERADOR;COMAHUE;Comahue;TV;Térmica;Ciclos Combinados;301;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2317;1/6/2016 00:00;CARL;EPECORDG;EPEC GENERACION;CENTRO;Centro;DI;Térmica;Motor Diesel;11.22;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2318;1/6/2016 00:00;CARRHI;CEMPPOMG;CONSORCIO POTRERILLOS;CUYO;Cuyo;HR;Renovable;Hidráulica Renovable;17;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2319;1/6/2016 00:00;CASSHI;EPECORDG;EPEC GENERACION;CENTRO;Centro;HR;Renovable;Hidráulica Renovable;16.2;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2320;1/6/2016 00:00;CAST;CTCASTAG;CT CASTELLI - AGGREKO;NORESTE;Nea;DI;Térmica;Motor Diesel;15;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2321;1/6/2016 00:00;CATA;EDECATKG;EDECAT GENERACION;NOROESTE;Noa;DI;Térmica;Motor Diesel;17.56;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2322;1/6/2016 00:00;CATD;CTCATASG;CT CATAMARCA - SECCO;NOROESTE;Noa;DI;Térmica;Motor Diesel;19.2;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2323;1/6/2016 00:00;CAVI;CTCAVISG;CT CAVIAHUE - SECCO;COMAHUE;Comahue;DI;Térmica;Motor Diesel;5;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2324;1/6/2016 00:00;CCOLHI;CHCARACG;C.H.LOS CARACOLES - EPSE;CUYO;Cuyo;HI;Hidráulica;Hidráulica;121.4;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2325;1/6/2016 00:00;CCORHI;AESJURAG;AES JURAMENTO;NOROESTE;Noa;HI;Hidráulica;Hidráulica;100.5;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2326;1/6/2016 00:00;CDPI;CTMENZAG;C. TERMICAS MENDOZA SA;CUYO;Cuyo;TG;Térmica;Turbina a gas;14;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2327;1/6/2016 00:00;CEJEHI;EPECORDG;EPEC GENERACION;CENTRO;Centro;HR;Renovable;Hidráulica Renovable;1.1;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2328;1/6/2016 00:00;CEMO;UGMCEN1G;UGEM 04 - CENTRO - ENARSA;GENERAC MOVIL;Unidades Móviles;GM;Térmica;Motor Diesel;19.6;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2329;1/6/2016 00:00;CEMO;UGMCEN2G;UGEM 08 - CENTRO - ENARSA;GENERAC MOVIL;Unidades Móviles;GM;Térmica;Motor Diesel;20;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2330;1/6/2016 00:00;CEMO;UGMCEN3G;UGEM 17 - CENTRO - ENARSA;GENERAC MOVIL;Unidades Móviles;GM;Térmica;Motor Diesel;20.08;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2331;1/6/2016 00:00;CEMO;UGMCEN4G;UGEM 18 - CENTRO - ENARSA;GENERAC MOVIL;Unidades Móviles;GM;Térmica;Motor Diesel;9.92;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2332;1/6/2016 00:00;CERE;CTCERSSG;CT CERES - SECCO;LITORAL;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;18;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2333;1/6/2016 00:00;CERI;ECOENERG;ECOENERGÍA - PETROBRAS;BUENOS AIRES;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;13.2;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2334;1/6/2016 00:00;CESPHI;CHCESPEG;CENTRAL HIDRAULICA CESPEDES;COMAHUE;Comahue;HR;Renovable;Hidráulica Renovable;5.2;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2335;1/6/2016 00:00;CHAR;CTCHARSG;CT CHARATA - SULLAIR;NORESTE;Nea;DI;Térmica;Motor Diesel;19.8;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2336;1/6/2016 00:00;CHI1FV;CFCHIM1G;C.FOTOV. CHIMBERAS 1-ENARSA;CUYO;Cuyo;FV;Renovable;Solar;2;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2337;1/6/2016 00:00;CHIL;EDELARFG;EDELAR GENERACION;NOROESTE;Noa;DI;Térmica;Motor Diesel;5.04;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2338;1/6/2016 00:00;CHLE;CTCHILSG;CT CHILECITO - SECCO;NOROESTE;Noa;DI;Térmica;Motor Diesel;10;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2339;1/6/2016 00:00;CHOCHI;HCHOCONG;HIDROELECTRICA EL CHOCON SA;COMAHUE;Comahue;HI;Hidráulica;Hidráulica;1260;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2340;1/6/2016 00:00;CIPO;CTCIPOAG;CT CIPOLLETI - AGGREKO;COMAHUE;Comahue;DI;Térmica;Motor Diesel;5;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2341;1/6/2016 00:00;CIPOHI;CHCIPOLG;CENTRAL HIDRAULICA CIPOLLETTI;COMAHUE;Comahue;HR;Renovable;Hidráulica Renovable;5.4;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2342;1/6/2016 00:00;COLB;CTCOLBUG;CT COLON BS.AS - SULLAIR;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;15.3;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2343;1/6/2016 00:00;CONDHI;CEMPPOMG;CONSORCIO POTRERILLOS;CUYO;Cuyo;HI;Hidráulica;Hidráulica;61;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2344;1/6/2016 00:00;COROHI;GEMSAMEG;GENERADORA ELECTRICA MENDOZ.SA;CUYO;Cuyo;HR;Renovable;Hidráulica Renovable;6.64;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2345;1/6/2016 00:00;CORR;CTCORRAG;CT CORRIENTES - AGGREKO;NORESTE;Nea;DI;Térmica;Motor Diesel;20;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2346;1/6/2016 00:00;COST;CCOSTANG;ENDESA COSTANERA SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Ciclos Combinados;528.8;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2347;1/6/2016 00:00;COST;CCOSTANG;ENDESA COSTANERA SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TV;Térmica;Ciclos Combinados;322.2;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2348;1/6/2016 00:00;COST;CCOSTANG;ENDESA COSTANERA SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;1131;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2349;1/6/2016 00:00;CPIEHI;CASAPIEG;CENTRAL CASA DE PIEDRA;COMAHUE;Comahue;HI;Hidráulica;Hidráulica;60;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2350;1/6/2016 00:00;CRIV;CTPATAGG;C.T. PATAGONICAS SA;PATAGONICA;Patagonia;TG;Térmica;Turbina a gas;73;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2351;1/6/2016 00:00;CSAR;CTCSARSG;CT CAPITAN SARMIENTO - SECCO;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;5;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2352;1/6/2016 00:00;CUMO;UGMCUYOG;UGEM 03 - CUYO - ENARSA;GENERAC MOVIL;Unidades Móviles;GM;Térmica;Motor Diesel;20.001;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2353;1/6/2016 00:00;CURU;CTCURU2G;CT CONC.DEL URUGUAY II-EMGASUD;LITORAL;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;21.12;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2354;1/6/2016 00:00;CURU;CTCURUGG;CT CONC.DEL URUGUAY - EMGASUD;LITORAL;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;20.67;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2355;1/6/2016 00:00;CVIEHI;CVIENTOG;HIDR.CUESTA DEL VIENTO - EPSE;CUYO;Cuyo;HR;Renovable;Hidráulica Renovable;10.55;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2356;1/6/2016 00:00;DFUN;EPECORDG;EPEC GENERACION;CENTRO;Centro;DI;Térmica;Motor Diesel;3.12;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2357;1/6/2016 00:00;DFUN;EPECORDG;EPEC GENERACION;CENTRO;Centro;TG;Térmica;Turbina a gas;32;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2358;1/6/2016 00:00;DIADEO;HYCHICOG;HYCHICO P. EOLICO DIADEMA;PATAGONICA;Patagonia;EO;Renovable;Eólica;6.3;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2359;1/6/2016 00:00;DIQU;CTDIQUEG;CENTRAL DIQUE S.A.;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;55;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2360;1/6/2016 00:00;DSUD;CTDOCKSG;CENTRAL DOCK SUD;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Ciclos Combinados;512.9;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2361;1/6/2016 00:00;DSUD;CTDOCKSG;CENTRAL DOCK SUD;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;72;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2362;1/6/2016 00:00;DSUD;CTDOCKSG;CENTRAL DOCK SUD;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TV;Térmica;Ciclos Combinados;284.6;2018-10-08 17:09:59.284626;12;6;2016-06;2016
2363;1/6/2016 00:00;EBAR;CTBARRAG;CT BARRAGAN - ENARSA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;567;2018-10-08 17:09:59.284626;12;6;2016-06;2016
